time_delta_days,semantic_similarity,confidence_old,confidence_new,trust_score,drift_score,confidence_delta,slot,is_factual_slot,is_preference_slot,has_correction_words,has_temporal_words,policy,id,category_CONFLICT,category_REFINEMENT,category_REVISION,category_TEMPORAL,slot_type_factual,slot_type_other,slot_type_preference,user_signal_strength_implicit,time_category_old,time_category_recent
46,0.16666666666666666,0.8529194414314875,0.9455315722710265,0.9840848335893982,0.09261213083953901,0.09261213083953901,skill,0,0,0,0,ASK_USER,synthetic_conflict_059,True,False,False,False,False,True,False,True,True,False
75,0.5,0.8634940794276831,0.6027380875032553,0.7256960356203636,0.2607559919244278,-0.2607559919244278,location,1,0,0,0,OVERRIDE,synthetic_revision_008,False,False,True,False,True,False,False,True,True,False
21,0.16666666666666666,0.9042760337788653,0.7047825632699922,0.8457971389949841,0.19949347050887312,-0.19949347050887312,skill,0,0,0,0,ASK_USER,synthetic_conflict_046,True,False,False,False,False,True,False,True,True,False
26,0.6,0.8658471787415193,0.9286255013744864,0.7207637555405151,0.06277832263296712,0.06277832263296712,skill,0,0,0,0,PRESERVE,synthetic_refinement_075,False,True,False,False,False,True,False,True,True,False
147,0.6666666666666666,0.7335727785983419,0.6404000346466857,0.9281806495771694,0.0931727439516562,-0.0931727439516562,job_title,1,0,0,0,OVERRIDE,synthetic_revision_024,False,False,True,False,True,False,False,True,True,False
11,0.375,0.7267589944273544,0.7936282743096855,0.9297503287920963,0.06686927988233116,0.06686927988233116,tool,0,0,0,0,PRESERVE,synthetic_refinement_049,False,True,False,False,False,True,False,True,True,False
70,0.6666666666666666,0.7680870530787041,0.8116904394605784,0.7385174393499288,0.04360338638187433,0.04360338638187433,job_title,1,0,0,0,PRESERVE,synthetic_revision_027,False,False,True,False,True,False,False,True,True,False
4,0.375,0.8794030467846994,0.6712590593146085,0.8425847134296194,0.20814398747009089,-0.20814398747009089,skill,0,0,0,0,PRESERVE,synthetic_refinement_067,False,True,False,False,False,True,False,True,False,True
161,0.6,0.8585594897212698,0.6923943655706433,0.8649410780484832,0.16616512415062656,-0.16616512415062656,employer,1,0,0,0,OVERRIDE,synthetic_revision_037,False,False,True,False,True,False,False,True,True,False
59,0.16666666666666666,0.8221329630373441,0.9168677718777631,0.7795169886820177,0.09473480884041907,0.09473480884041907,skill,0,0,0,0,ASK_USER,synthetic_conflict_060,True,False,False,False,False,True,False,True,True,False
33,0.16666666666666666,0.9115259283237138,0.6323044636994567,0.9617299123255771,0.2792214646242571,-0.2792214646242571,skill,0,0,0,0,ASK_USER,synthetic_conflict_017,True,False,False,False,False,True,False,True,True,False
3,0.6,0.8058939431409315,0.6968380783902881,0.826941382060266,0.10905586475064344,-0.10905586475064344,preference,0,1,0,0,PRESERVE,synthetic_refinement_063,False,True,False,False,False,False,True,True,False,True
23,0.6,0.7008864222719455,0.8698917280568694,0.7635394616326245,0.1690053057849239,0.1690053057849239,preference,0,1,0,0,PRESERVE,synthetic_refinement_062,False,True,False,False,False,False,True,True,True,False
48,0.16666666666666666,0.8592783443253449,0.6916843418520219,0.8617888266338375,0.167594002473323,-0.167594002473323,skill,0,0,0,0,ASK_USER,synthetic_conflict_028,True,False,False,False,False,True,False,True,True,False
4,0.375,0.8853077270869827,0.7930881473942369,0.9189793207269928,0.09221957969274575,-0.09221957969274575,tool,0,0,0,0,PRESERVE,synthetic_refinement_075,False,True,False,False,False,True,False,True,False,True
4,0.375,0.8069217297451698,0.603384394862919,0.7603453190169087,0.2035373348822509,-0.2035373348822509,skill,0,0,0,0,PRESERVE,synthetic_refinement_008,False,True,False,False,False,True,False,True,False,True
32,0.6,0.7188109650184418,0.9090872376550501,0.7935148873902684,0.1902762726366083,0.1902762726366083,employer,1,0,0,0,PRESERVE,synthetic_revision_045,False,False,True,False,True,False,False,True,True,False
17,0.5,0.9259821428899733,0.7909566012219328,0.9985448069982684,0.13502554166804048,-0.13502554166804048,preference,0,1,0,0,ASK_USER,synthetic_conflict_034,True,False,False,False,False,False,True,True,True,False
19,0.16666666666666666,0.9086487549715041,0.8038783482714279,0.894963417291836,0.1047704067000762,-0.1047704067000762,skill,0,0,0,0,ASK_USER,synthetic_conflict_044,True,False,False,False,False,True,False,True,True,False
47,0.16666666666666666,0.7370234463918706,0.6446059317487486,0.8314300251743512,0.09241751464312198,-0.09241751464312198,skill,0,0,0,0,ASK_USER,synthetic_conflict_022,True,False,False,False,False,True,False,True,True,False
11,0.5,0.7770645874825334,0.9146435210599064,0.8552727523106771,0.13757893357737305,0.13757893357737305,preference,0,1,0,0,ASK_USER,synthetic_conflict_036,True,False,False,False,False,False,True,True,True,False
313,0.6,0.8990305762220103,0.901245903700316,0.7363012587604797,0.002215327478305662,0.002215327478305662,age,1,0,0,0,OVERRIDE,synthetic_temporal_023,False,False,False,True,True,False,False,True,True,False
23,0.6,0.9247311591316186,0.6735267884189139,0.7674092011094672,0.25120437071270474,-0.25120437071270474,preference,0,1,0,0,PRESERVE,synthetic_refinement_056,False,True,False,False,False,False,True,True,True,False
17,0.6,0.7623824348057311,0.6359777675851249,0.8014256686442366,0.12640466722060617,-0.12640466722060617,preference,0,1,0,0,PRESERVE,synthetic_refinement_070,False,True,False,False,False,False,True,True,True,False
40,0.6666666666666666,0.8950290604678606,0.9094471455078531,0.87649261553717,0.014418085039992534,0.014418085039992534,job_title,1,0,0,0,OVERRIDE,synthetic_revision_035,False,False,True,False,True,False,False,True,True,False
49,0.5,0.8015943474580292,0.8172315285527494,0.769034419778973,0.01563718109472023,0.01563718109472023,preference,0,1,0,0,ASK_USER,synthetic_conflict_055,True,False,False,False,False,False,True,True,True,False
54,0.6666666666666666,0.7386383345830512,0.925458355492786,0.7660652153354678,0.18682002090973482,0.18682002090973482,job_title,1,0,0,0,OVERRIDE,synthetic_revision_020,False,False,True,False,True,False,False,True,True,False
324,0.42857142857142855,0.916151424054991,0.941672111525837,0.7212979258027097,0.025520687470846015,0.025520687470846015,current_project,0,0,0,0,OVERRIDE,synthetic_temporal_063,False,False,False,True,False,True,False,True,True,False
50,0.5,0.9026929299850992,0.9084956716321635,0.8893308871810297,0.005802741647064291,0.005802741647064291,preference,0,1,0,0,ASK_USER,synthetic_conflict_011,True,False,False,False,False,False,True,True,True,False
397,0.6,0.7061965904745471,0.8577975651142786,0.7686825351433463,0.15160097463973154,0.15160097463973154,age,1,0,0,0,OVERRIDE,synthetic_temporal_006,False,False,False,True,True,False,False,True,True,False
394,0.6,0.7830463669866071,0.9257855601169138,0.9716260039018384,0.1427391931303067,0.1427391931303067,age,1,0,0,0,OVERRIDE,synthetic_temporal_028,False,False,False,True,True,False,False,True,True,False
27,0.5,0.9005587847342846,0.9024224099313478,0.9578906200761239,0.001863625197063179,0.001863625197063179,preference,0,1,0,0,ASK_USER,synthetic_conflict_008,True,False,False,False,False,False,True,True,True,False
4,0.6,0.9026873291435972,0.6933819983580651,0.721257204966596,0.20930533078553204,-0.20930533078553204,hobby,0,1,0,0,PRESERVE,synthetic_refinement_016,False,True,False,False,False,False,True,True,False,True
360,0.42857142857142855,0.8968436272838678,0.637833469241035,0.7714013903106985,0.2590101580428328,-0.2590101580428328,current_project,0,0,0,0,OVERRIDE,synthetic_temporal_072,False,False,False,True,False,True,False,True,True,False
56,0.6,0.9180416957265224,0.9005076379682235,0.9006933334888841,0.01753405775829886,-0.01753405775829886,employer,1,0,0,0,PRESERVE,synthetic_revision_019,False,False,True,False,True,False,False,True,True,False
40,0.16666666666666666,0.755608429386416,0.8858053119589251,0.7642710422111315,0.13019688257250905,0.13019688257250905,skill,0,0,0,0,ASK_USER,synthetic_conflict_014,True,False,False,False,False,True,False,True,True,False
38,0.16666666666666666,0.8150758086697355,0.7068168035685102,0.7396935546175074,0.10825900510122533,-0.10825900510122533,skill,0,0,0,0,ASK_USER,synthetic_conflict_001,True,False,False,False,False,True,False,True,True,False
370,0.42857142857142855,0.8988363747882154,0.6796584205927196,0.9806542721742013,0.2191779541954958,-0.2191779541954958,current_project,0,0,0,0,OVERRIDE,synthetic_temporal_071,False,False,False,True,False,True,False,True,True,False
166,0.6666666666666666,0.7059161086753628,0.667595425914698,0.8713129279975853,0.038320682760664804,-0.038320682760664804,job_title,1,0,0,0,OVERRIDE,synthetic_revision_043,False,False,True,False,True,False,False,True,True,False
14,0.5,0.7820654877994266,0.9025235297106002,0.8418013078935382,0.1204580419111736,0.1204580419111736,preference,0,1,0,0,ASK_USER,synthetic_conflict_049,True,False,False,False,False,False,True,True,True,False
48,0.5,0.9417222760120902,0.697693747452655,0.935385827287226,0.24402852855943524,-0.24402852855943524,preference,0,1,0,0,ASK_USER,synthetic_conflict_017,True,False,False,False,False,False,True,True,True,False
70,0.6,0.8603704346519069,0.7398874345260212,0.942249099329993,0.12048300012588564,-0.12048300012588564,location,1,0,0,0,OVERRIDE,synthetic_revision_027,False,False,True,False,True,False,False,True,True,False
96,0.6,0.945287421799565,0.7876755063675527,0.7571229743085632,0.15761191543201236,-0.15761191543201236,location,1,0,0,0,PRESERVE,synthetic_revision_047,False,False,True,False,True,False,False,True,True,False
118,0.6,0.9348092850811789,0.6403696131479997,0.729079244268647,0.2944396719331792,-0.2944396719331792,location,1,0,0,0,OVERRIDE,synthetic_revision_024,False,False,True,False,True,False,False,True,True,False
17,0.375,0.942600152755557,0.6624987356603622,0.8293153547219132,0.28010141709519476,-0.28010141709519476,skill,0,0,0,0,PRESERVE,synthetic_refinement_027,False,True,False,False,False,True,False,True,True,False
22,0.16666666666666666,0.9406335789403888,0.692913226883039,0.8270735869059762,0.24772035205734977,-0.24772035205734977,skill,0,0,0,0,ASK_USER,synthetic_conflict_058,True,False,False,False,False,True,False,True,True,False
20,0.375,0.7271006368036778,0.7520973154976255,0.8401074004110025,0.024996678693947727,0.024996678693947727,tool,0,0,0,0,PRESERVE,synthetic_refinement_041,False,True,False,False,False,True,False,True,True,False
375,0.42857142857142855,0.882136265163176,0.7097870599682469,0.9187227548379552,0.17234920519492913,-0.17234920519492913,current_project,0,0,0,0,OVERRIDE,synthetic_temporal_030,False,False,False,True,False,True,False,True,True,False
6,0.375,0.8515522133265357,0.7789980708843173,0.9020093641879905,0.07255414244221847,-0.07255414244221847,tool,0,0,0,0,PRESERVE,synthetic_refinement_050,False,True,False,False,False,True,False,True,False,True
16,0.5,0.7962988583361817,0.8018058152238098,0.9952495634097898,0.005506956887628034,0.005506956887628034,preference,0,1,0,0,ASK_USER,synthetic_conflict_074,True,False,False,False,False,False,True,True,True,False
311,0.6,0.7636806265346454,0.8480748493419596,0.7295253613455877,0.08439422280731423,0.08439422280731423,age,1,0,0,0,OVERRIDE,synthetic_temporal_032,False,False,False,True,True,False,False,True,True,False
331,0.6,0.7004228195546573,0.9239513079246788,0.8207863846306807,0.22352848837002148,0.22352848837002148,age,1,0,0,0,OVERRIDE,synthetic_temporal_008,False,False,False,True,True,False,False,True,True,False
13,0.375,0.8346129992731979,0.8518004997006958,0.8017907816184889,0.017187500427497948,0.017187500427497948,skill,0,0,0,0,PRESERVE,synthetic_refinement_034,False,True,False,False,False,True,False,True,True,False
349,0.42857142857142855,0.885487519459869,0.8347199765515498,0.9585017609058373,0.050767542908319196,-0.050767542908319196,current_project,0,0,0,0,OVERRIDE,synthetic_temporal_040,False,False,False,True,False,True,False,True,True,False
22,0.375,0.7910553679453161,0.6244908338942086,0.7745969001760856,0.1665645340511075,-0.1665645340511075,tool,0,0,0,0,PRESERVE,synthetic_refinement_010,False,True,False,False,False,True,False,True,True,False
24,0.375,0.8660594212278181,0.7155700126149087,0.7570626725322435,0.15048940861290938,-0.15048940861290938,tool,0,0,0,0,PRESERVE,synthetic_refinement_052,False,True,False,False,False,True,False,True,True,False
368,0.42857142857142855,0.7784789112645899,0.8968053478272173,0.8345840643499396,0.11832643656262742,0.11832643656262742,current_project,0,0,0,0,OVERRIDE,synthetic_temporal_046,False,False,False,True,False,True,False,True,True,False
15,0.16666666666666666,0.8799385657534875,0.7051127938739424,0.8265644919503212,0.17482577187954507,-0.17482577187954507,skill,0,0,0,0,ASK_USER,synthetic_conflict_042,True,False,False,False,False,True,False,True,True,False
127,0.6,0.7773211655521632,0.7429375180167259,0.783563543400082,0.03438364753543732,-0.03438364753543732,employer,1,0,0,0,PRESERVE,synthetic_revision_005,False,False,True,False,True,False,False,True,True,False
388,0.42857142857142855,0.8006000967644311,0.7034793208840814,0.7749419343646301,0.09712077588034973,-0.09712077588034973,current_project,0,0,0,0,OVERRIDE,synthetic_temporal_028,False,False,False,True,False,True,False,True,True,False
11,0.375,0.7318219497647882,0.7471562168205179,0.9769796797828039,0.015334267055729711,0.015334267055729711,tool,0,0,0,0,PRESERVE,synthetic_refinement_037,False,True,False,False,False,True,False,True,True,False
320,0.6,0.9350909176825457,0.8370612808454565,0.8329392235160371,0.0980296368370892,-0.0980296368370892,age,1,0,0,0,OVERRIDE,synthetic_temporal_069,False,False,False,True,True,False,False,True,True,False
9,0.375,0.9257013864331456,0.8154302205829831,0.9584047314285491,0.1102711658501625,-0.1102711658501625,tool,0,0,0,0,PRESERVE,synthetic_refinement_072,False,True,False,False,False,True,False,True,True,False
25,0.375,0.7752374686413913,0.7917780245974944,0.8650975937349544,0.016540555956103042,0.016540555956103042,tool,0,0,0,0,PRESERVE,synthetic_refinement_016,False,True,False,False,False,True,False,True,True,False
166,0.6666666666666666,0.7001014849243219,0.7004198009041245,0.7151764988574644,0.00031831597980258586,0.00031831597980258586,job_title,1,0,0,0,OVERRIDE,synthetic_revision_025,False,False,True,False,True,False,False,True,True,False
386,0.6,0.8074720374974587,0.8029946734184886,0.999784740523818,0.004477364078970036,-0.004477364078970036,age,1,0,0,0,OVERRIDE,synthetic_temporal_033,False,False,False,True,True,False,False,True,True,False
7,0.5,0.8636764059257679,0.7627458665864549,0.9508082755239855,0.10093053933931295,-0.10093053933931295,preference,0,1,0,0,ASK_USER,synthetic_conflict_072,True,False,False,False,False,False,True,True,False,True
27,0.6,0.8105399498262018,0.674795490346185,0.9906988771854254,0.1357444594800168,-0.1357444594800168,hobby,0,1,0,0,PRESERVE,synthetic_refinement_042,False,True,False,False,False,False,True,True,True,False
139,0.6,0.8182965464773315,0.9154132890398889,0.9779100949024383,0.09711674256255742,0.09711674256255742,employer,1,0,0,0,PRESERVE,synthetic_revision_032,False,False,True,False,True,False,False,True,True,False
12,0.375,0.899006190031695,0.6593919886693191,0.9546087203242917,0.23961420136237588,-0.23961420136237588,skill,0,0,0,0,PRESERVE,synthetic_refinement_028,False,True,False,False,False,True,False,True,True,False
109,0.8333333333333334,0.7211988841812804,0.7804082034703257,0.7498933331811741,0.05920931928904527,0.05920931928904527,job_title,1,0,0,0,OVERRIDE,synthetic_revision_011,False,False,True,False,True,False,False,True,True,False
178,0.6,0.8582352139414489,0.7173158893934303,0.8456923376352155,0.1409193245480186,-0.1409193245480186,location,1,0,0,0,PRESERVE,synthetic_revision_012,False,False,True,False,True,False,False,True,True,False
29,0.5,0.904605866134166,0.8628983481392563,0.7641241897597545,0.04170751799490979,-0.04170751799490979,preference,0,1,0,0,ASK_USER,synthetic_conflict_018,True,False,False,False,False,False,True,True,True,False
112,0.6666666666666666,0.8681989176392917,0.6786242330990508,0.8203120877648358,0.18957468454024085,-0.18957468454024085,job_title,1,0,0,0,PRESERVE,synthetic_revision_010,False,False,True,False,True,False,False,True,True,False
29,0.5,0.7497824831816441,0.6085488857043893,0.7175906199916536,0.14123359747725484,-0.14123359747725484,preference,0,1,0,0,ASK_USER,synthetic_conflict_023,True,False,False,False,False,False,True,True,True,False
28,0.6,0.7612106360195875,0.7662977204765817,0.8136919356930747,0.00508708445699424,0.00508708445699424,preference,0,1,0,0,PRESERVE,synthetic_refinement_002,False,True,False,False,False,False,True,True,True,False
51,0.5,0.912434423656183,0.6254898802145992,0.9955926531339178,0.2869445434415838,-0.2869445434415838,preference,0,1,0,0,ASK_USER,synthetic_conflict_069,True,False,False,False,False,False,True,True,True,False
180,0.6,0.8036102527494298,0.8204178832581998,0.7795609174516456,0.01680763050876999,0.01680763050876999,employer,1,0,0,0,OVERRIDE,synthetic_revision_044,False,False,True,False,True,False,False,True,True,False
11,0.16666666666666666,0.7486088091849272,0.8437239876716767,0.9352211805845708,0.09511517848674944,0.09511517848674944,skill,0,0,0,0,ASK_USER,synthetic_conflict_050,True,False,False,False,False,True,False,True,True,False
61,0.6,0.8235942922526092,0.6853945538524535,0.8365025102017429,0.13819973840015565,-0.13819973840015565,location,1,0,0,0,ASK_USER,synthetic_revision_037,False,False,True,False,True,False,False,True,True,False
74,0.5714285714285714,0.864014502777946,0.6019406863483111,0.8269022457970489,0.2620738164296349,-0.2620738164296349,job_title,1,0,0,0,OVERRIDE,synthetic_revision_022,False,False,True,False,True,False,False,True,True,False
2,0.6,0.8877411191546182,0.8695161660009088,0.9871952922579019,0.018224953153709422,-0.018224953153709422,preference,0,1,0,0,PRESERVE,synthetic_refinement_037,False,True,False,False,False,False,True,True,False,True
11,0.375,0.7266468241408847,0.7488011678799569,0.9986268068478141,0.022154343739072213,0.022154343739072213,tool,0,0,0,0,PRESERVE,synthetic_refinement_025,False,True,False,False,False,True,False,True,True,False
15,0.375,0.7439716704266328,0.9352881147978389,0.8667304970216855,0.1913164443712061,0.1913164443712061,tool,0,0,0,0,PRESERVE,synthetic_refinement_053,False,True,False,False,False,True,False,True,True,False
21,0.375,0.8294894376109352,0.6175764347992243,0.9155224825888978,0.21191300281171088,-0.21191300281171088,skill,0,0,0,0,PRESERVE,synthetic_refinement_074,False,True,False,False,False,True,False,True,True,False
388,0.6,0.7622995699149928,0.8969177215730808,0.7464390475822192,0.134618151658088,0.134618151658088,age,1,0,0,0,OVERRIDE,synthetic_temporal_067,False,False,False,True,True,False,False,True,True,False
399,0.6,0.8141154563675431,0.8804958106027925,0.7890123476483692,0.06638035423524935,0.06638035423524935,age,1,0,0,0,OVERRIDE,synthetic_temporal_060,False,False,False,True,True,False,False,True,True,False
2,0.375,0.8668944331465882,0.9457623585732567,0.9906128094907476,0.07886792542666854,0.07886792542666854,skill,0,0,0,0,PRESERVE,synthetic_refinement_033,False,True,False,False,False,True,False,True,False,True
82,0.6,0.8488630796173549,0.9325138629551045,0.8737540872448768,0.08365078333774967,0.08365078333774967,employer,1,0,0,0,PRESERVE,synthetic_revision_007,False,False,True,False,True,False,False,True,True,False
13,0.6,0.9228564814526092,0.814428312966617,0.8626585604122823,0.10842816848599224,-0.10842816848599224,preference,0,1,0,0,PRESERVE,synthetic_refinement_018,False,True,False,False,False,False,True,True,True,False
310,0.6,0.8798184903189917,0.7766723576885406,0.9243926681137192,0.10314613263045114,-0.10314613263045114,age,1,0,0,0,OVERRIDE,synthetic_temporal_046,False,False,False,True,True,False,False,True,True,False
3,0.6,0.9076422924303538,0.7917551827137899,0.7171495818722449,0.11588710971656391,-0.11588710971656391,preference,0,1,0,0,PRESERVE,synthetic_refinement_003,False,True,False,False,False,False,True,True,False,True
161,0.6,0.9243020258083154,0.8602794047558546,0.8752532783376914,0.06402262105246082,-0.06402262105246082,employer,1,0,0,0,PRESERVE,synthetic_revision_012,False,False,True,False,True,False,False,True,True,False
342,0.42857142857142855,0.8186686092057633,0.6907170419627567,0.8508551148758541,0.1279515672430066,-0.1279515672430066,current_project,0,0,0,0,OVERRIDE,synthetic_temporal_016,False,False,False,True,False,True,False,True,True,False
26,0.6,0.7618099343774148,0.8231815028716547,0.9558159676144856,0.06137156849423986,0.06137156849423986,preference,0,1,0,0,PRESERVE,synthetic_refinement_010,False,True,False,False,False,False,True,True,True,False
27,0.375,0.8914534210742913,0.7824549344897938,0.747229818381845,0.10899848658449751,-0.10899848658449751,skill,0,0,0,0,PRESERVE,synthetic_refinement_014,False,True,False,False,False,True,False,True,True,False
309,0.42857142857142855,0.8566871092454453,0.6961091064211384,0.9882336709823352,0.1605780028243069,-0.1605780028243069,current_project,0,0,0,0,OVERRIDE,synthetic_temporal_025,False,False,False,True,False,True,False,True,True,False
31,0.5,0.7193708384661839,0.7000048528021033,0.724033439572176,0.019365985664080543,-0.019365985664080543,preference,0,1,0,0,ASK_USER,synthetic_conflict_002,True,False,False,False,False,False,True,True,True,False
1,0.375,0.767928776770546,0.7118983489465668,0.7557474882942169,0.05603042782397927,-0.05603042782397927,skill,0,0,0,0,PRESERVE,synthetic_refinement_057,False,True,False,False,False,True,False,True,False,True
343,0.6,0.8350380556296141,0.6484309215306545,0.8785105319350083,0.18660713409895957,-0.18660713409895957,age,1,0,0,0,OVERRIDE,synthetic_temporal_038,False,False,False,True,True,False,False,True,True,False
32,0.5,0.7578153699320467,0.8428824343046682,0.902563766081227,0.08506706437262157,0.08506706437262157,location,1,0,0,0,PRESERVE,synthetic_revision_028,False,False,True,False,True,False,False,True,True,False
6,0.6,0.8766047854236381,0.6224800977498574,0.7705611685002793,0.2541246876737807,-0.2541246876737807,hobby,0,1,0,0,ASK_USER,synthetic_refinement_038,False,True,False,False,False,False,True,True,False,True
10,0.6,0.8018998424166466,0.7899138991763703,0.7359659841841372,0.011985943240276242,-0.011985943240276242,skill,0,0,0,0,PRESERVE,synthetic_refinement_064,False,True,False,False,False,True,False,True,True,False
80,0.6,0.8039435585257889,0.6723920363300435,0.9670861942388312,0.1315515221957454,-0.1315515221957454,employer,1,0,0,0,OVERRIDE,synthetic_revision_033,False,False,True,False,True,False,False,True,True,False
42,0.5,0.8050358794433563,0.9166934674190619,0.7738646043365874,0.11165758797570557,0.11165758797570557,preference,0,1,0,0,ASK_USER,synthetic_conflict_037,True,False,False,False,False,False,True,True,True,False
388,0.6,0.8460198535510562,0.8434330452742888,0.8783557460600323,0.002586808276767494,-0.002586808276767494,age,1,0,0,0,OVERRIDE,synthetic_temporal_050,False,False,False,True,True,False,False,True,True,False
379,0.6,0.9141830080759835,0.8679581016413243,0.8858144530996309,0.04622490643465926,-0.04622490643465926,age,1,0,0,0,OVERRIDE,synthetic_temporal_039,False,False,False,True,True,False,False,True,True,False
16,0.6,0.7950952572319279,0.6020636292543976,0.8257674746007617,0.19303162797753026,-0.19303162797753026,skill,0,0,0,0,PRESERVE,synthetic_refinement_039,False,True,False,False,False,True,False,True,True,False
56,0.5,0.7879397006679562,0.863716293770785,0.8751016867873674,0.0757765931028288,0.0757765931028288,preference,0,1,0,0,ASK_USER,synthetic_conflict_056,True,False,False,False,False,False,True,True,True,False
12,0.5,0.913361987642276,0.9337006184645371,0.8568348146595877,0.02033863082226106,0.02033863082226106,preference,0,1,0,0,ASK_USER,synthetic_conflict_052,True,False,False,False,False,False,True,True,True,False
372,0.6,0.8047553206574554,0.8616304841423177,0.9804118773209282,0.05687516348486232,0.05687516348486232,age,1,0,0,0,OVERRIDE,synthetic_temporal_021,False,False,False,True,True,False,False,True,True,False
366,0.42857142857142855,0.8365330774334597,0.8111384061294344,0.7612777598270609,0.025394671304025285,-0.025394671304025285,current_project,0,0,0,0,OVERRIDE,synthetic_temporal_042,False,False,False,True,False,True,False,True,True,False
48,0.5,0.7551346735809547,0.6767975721175026,0.9148575402368244,0.07833710146345207,-0.07833710146345207,preference,0,1,0,0,ASK_USER,synthetic_conflict_075,True,False,False,False,False,False,True,True,True,False
32,0.16666666666666666,0.808958994011659,0.6101586869813503,0.7716057857847538,0.1988003070303087,-0.1988003070303087,skill,0,0,0,0,ASK_USER,synthetic_conflict_007,True,False,False,False,False,True,False,True,True,False
336,0.6,0.7840323859245956,0.8376996597599223,0.8187357540373763,0.05366727383532677,0.05366727383532677,age,1,0,0,0,OVERRIDE,synthetic_temporal_029,False,False,False,True,True,False,False,True,True,False
49,0.16666666666666666,0.8010791672844092,0.657765655921228,0.9015070668879914,0.14331351136318116,-0.14331351136318116,skill,0,0,0,0,ASK_USER,synthetic_conflict_063,True,False,False,False,False,True,False,True,True,False
300,0.42857142857142855,0.8168475373080775,0.6446697290484062,0.7899991239396287,0.17217780825967122,-0.17217780825967122,current_project,0,0,0,0,OVERRIDE,synthetic_temporal_003,False,False,False,True,False,True,False,True,True,False
146,0.6666666666666666,0.8555642402435162,0.6094382581667982,0.7948531588815562,0.246125982076718,-0.246125982076718,job_title,1,0,0,0,PRESERVE,synthetic_revision_033,False,False,True,False,True,False,False,True,True,False
162,0.6,0.7985050640849262,0.7975371940586709,0.9255593477243207,0.000967870026255313,-0.000967870026255313,location,1,0,0,0,PRESERVE,synthetic_revision_033,False,False,True,False,True,False,False,True,True,False
19,0.375,0.706775511585078,0.8249623768032674,0.7217629343479471,0.11818686521818944,0.11818686521818944,skill,0,0,0,0,PRESERVE,synthetic_refinement_059,False,True,False,False,False,True,False,True,True,False
30,0.16666666666666666,0.733924871807641,0.7615944554180291,0.8374856567855758,0.02766958361038807,0.02766958361038807,skill,0,0,0,0,ASK_USER,synthetic_conflict_069,True,False,False,False,False,True,False,True,True,False
16,0.6,0.7125711583721568,0.7326863524658488,0.9995363322563326,0.020115194093692,0.020115194093692,hobby,0,1,0,0,PRESERVE,synthetic_refinement_034,False,True,False,False,False,False,True,True,True,False
387,0.42857142857142855,0.7529150710528704,0.714396031708458,0.9988289343565283,0.038519039344412365,-0.038519039344412365,current_project,0,0,0,0,OVERRIDE,synthetic_temporal_001,False,False,False,True,False,True,False,True,True,False
303,0.42857142857142855,0.8903074269735067,0.7326941754474476,0.7219782163298899,0.1576132515260591,-0.1576132515260591,current_project,0,0,0,0,OVERRIDE,synthetic_temporal_070,False,False,False,True,False,True,False,True,True,False
153,0.5,0.8880024558886962,0.8911734998043453,0.7639462936801121,0.003171043915649152,0.003171043915649152,location,1,0,0,0,OVERRIDE,synthetic_revision_009,False,False,True,False,True,False,False,True,True,False
303,0.42857142857142855,0.7630678829455951,0.6286671814665749,0.7795601244251203,0.13440070147902028,-0.13440070147902028,current_project,0,0,0,0,ASK_USER,synthetic_temporal_022,False,False,False,True,False,True,False,True,True,False
32,0.16666666666666666,0.7048458217625027,0.7887966667728867,0.9799778133981127,0.08395084501038408,0.08395084501038408,skill,0,0,0,0,ASK_USER,synthetic_conflict_071,True,False,False,False,False,True,False,True,True,False
37,0.16666666666666666,0.9499769571273022,0.7224861203020644,0.9642592521059319,0.22749083682523785,-0.22749083682523785,skill,0,0,0,0,ASK_USER,synthetic_conflict_034,True,False,False,False,False,True,False,True,True,False
25,0.375,0.8625360233124687,0.8734315673638131,0.9637810727453628,0.010895544051344408,0.010895544051344408,tool,0,0,0,0,PRESERVE,synthetic_refinement_068,False,True,False,False,False,True,False,True,True,False
128,0.6,0.8629386638109723,0.8639816214208341,0.8108581266216651,0.0010429576098618387,0.0010429576098618387,employer,1,0,0,0,OVERRIDE,synthetic_revision_029,False,False,True,False,True,False,False,True,True,False
323,0.6,0.9374029331789971,0.6697762388268865,0.7473240497071696,0.2676266943521106,-0.2676266943521106,age,1,0,0,0,ASK_USER,synthetic_temporal_057,False,False,False,True,True,False,False,True,True,False
349,0.42857142857142855,0.705095004330083,0.6533338210246766,0.9501234863919421,0.051761183305406355,-0.051761183305406355,current_project,0,0,0,0,ASK_USER,synthetic_temporal_014,False,False,False,True,False,True,False,True,True,False
351,0.6,0.7315552437185515,0.8343105956169687,0.9110619775262112,0.10275535189841722,0.10275535189841722,age,1,0,0,0,OVERRIDE,synthetic_temporal_043,False,False,False,True,True,False,False,True,True,False
16,0.6,0.8409923954825047,0.6762875893172763,0.883503329717785,0.16470480616522842,-0.16470480616522842,skill,0,0,0,0,PRESERVE,synthetic_refinement_032,False,True,False,False,False,True,False,True,True,False
58,0.16666666666666666,0.8748662428115377,0.8684143344246842,0.9961699190894513,0.0064519083868535,-0.0064519083868535,skill,0,0,0,0,ASK_USER,synthetic_conflict_008,True,False,False,False,False,True,False,True,True,False
