id,category,query_to_old_similarity,cross_memory_similarity,time_delta_days,recency_score,update_frequency,query_word_count,old_word_count,new_word_count,word_count_delta,negation_in_new,negation_in_old,negation_delta,temporal_in_new,temporal_in_old,correction_markers,memory_confidence,trust_score,drift_score,slot,old_value,new_value
synthetic_conflict_060,CONFLICT,0.22028815056182974,0.22028815056182968,14,0.9623701178843567,2,4,3,4,1,1,0,1,0,0,0,0.6712979682376644,0.6817387263237891,0.7407336067703574,skill,I use TypeScript,I've never used TypeScript
synthetic_conflict_009,CONFLICT,0.22028815056182974,0.22028815056182968,19,0.9492768502479138,2,4,3,4,1,1,0,1,0,0,0,0.5141137494800859,0.6784838556412631,0.7066278276354054,skill,I use Kubernetes,I've never used Kubernetes
synthetic_temporal_057,TEMPORAL,0.5031026124151314,0.5031026124151314,349,0.38436433637837325,1,4,4,4,0,0,0,0,0,0,0,0.8378663371910196,0.9410345362137436,0.4150948355751758,age,I'm 25 years old,I'm 26 years old
synthetic_refinement_070,REFINEMENT,0.5797386715376658,0.5797386715376658,9,0.9756439794722424,2,5,3,5,2,0,0,0,0,0,0,0.8582254889309783,0.9336274683975059,0.11873793357372751,skill,I like coffee,I like coffee and tea
synthetic_revision_004,REVISION,0.5803329846765686,0.5803329846765686,132,0.696530402990119,1,6,5,6,1,0,0,0,1,1,0,0.7818425183973902,0.8912197213164788,0.5158307913402322,job_title,My role is Product Manager,My role is Director of Product
synthetic_conflict_045,CONFLICT,0.22028815056182974,0.22028815056182968,19,0.9492768502479138,2,4,3,4,1,1,0,1,0,0,0,0.6922381127647828,0.7310701283912128,0.7489477836973241,skill,I use TypeScript,I've never used TypeScript
synthetic_revision_037,REVISION,0.4112070550676187,0.4112070550676187,141,0.6795656941966843,1,5,4,5,1,0,0,0,1,0,0,0.7104041951312747,0.765116700206614,0.4054665476954649,location,I live in Seattle,I live in San Francisco
synthetic_temporal_053,TEMPORAL,0.43161341897075145,0.43161341897075145,314,0.423046163380707,1,5,5,5,0,0,0,0,1,1,0,0.7641664441133893,0.9024510160124535,0.3142377296920458,current_project,Currently working on API redesign,Currently working on database migration
synthetic_refinement_029,REFINEMENT,0.5797386715376658,0.5797386715376658,19,0.9492768502479138,2,5,3,5,2,0,0,0,0,0,0,0.8478463445440643,0.9598337904260291,0.05349079036037388,hobby,I like coffee,I like coffee and tea
synthetic_revision_015,REVISION,0.6694188517266485,0.6694188517266485,89,0.7836164373369505,1,5,5,5,0,0,0,0,1,1,0,0.8221702723883404,0.79227821621601,0.4354494482864969,job_title,My role is Data Analyst,My role is Data Scientist
synthetic_refinement_026,REFINEMENT,0.5797386715376658,0.5797386715376658,7,0.9810046472287257,2,5,3,5,2,0,0,0,0,0,0,0.9045105748046226,0.9317625700813849,0.18162080202905795,skill,I like reading,I like reading and writing
synthetic_revision_045,REVISION,0.5031026124151314,0.5031026124151314,125,0.7100174346347615,1,4,4,4,0,0,0,0,1,0,0,0.8102606565705829,0.8705221395577273,0.48461037177139193,employer,I work at Microsoft,I work at Amazon
synthetic_conflict_049,CONFLICT,0.22028815056182974,0.22028815056182968,18,0.9518811746804333,2,4,3,4,1,1,0,1,0,0,0,0.5354879087559445,0.7001229503281716,0.901708684816816,skill,I use Kubernetes,I've never used Kubernetes
synthetic_revision_042,REVISION,0.5031026124151314,0.5031026124151314,144,0.6740031139711904,1,4,4,4,0,0,0,0,0,0,0,0.848575771300101,0.811892651536714,0.511605425737835,employer,I work at Google,I work at Meta
synthetic_refinement_042,REFINEMENT,0.5797386715376658,0.5797386715376658,12,0.9676578525183944,2,7,4,7,3,0,0,0,0,0,0,0.9164619441112996,0.8943044602328923,0.18961359884053475,skill,I work with React,"I work with React, Vue, and Angular"
synthetic_revision_005,REVISION,0.6694188517266485,0.6694188517266485,55,0.8601186522601911,1,5,5,5,0,0,0,0,1,1,0,0.8287619127764517,0.8143491041062527,0.6252613203374492,job_title,My role is Data Analyst,My role is Data Scientist
synthetic_refinement_001,REFINEMENT,0.5797386715376658,0.5797386715376658,2,0.9945355327605971,3,5,3,5,2,0,0,0,0,0,0,0.9131814311127023,0.8634061029486713,0.185382936001935,preference,I like running,I like running and swimming
synthetic_refinement_051,REFINEMENT,0.5797386715376658,0.5797386715376658,17,0.9544926440314748,2,7,4,7,3,0,0,0,1,0,0,0.8757878558671786,0.9574394705940064,0.09800744015459177,skill,I work with PostgreSQL,"I work with PostgreSQL, Redis, and MongoDB"
synthetic_temporal_015,TEMPORAL,0.43161341897075145,0.43161341897075145,351,0.3822639900542388,1,5,5,5,0,0,0,0,1,1,0,0.8843284842744301,0.8583802518101245,0.30216753029605964,current_project,Currently working on frontend redesign,Currently working on backend optimization
synthetic_conflict_060,CONFLICT,0.4112070550676187,0.4112070550676187,57,0.8554185620629159,1,5,4,5,1,1,0,1,0,0,0,0.6810763952838527,0.5682573353572268,0.7798284093976037,preference,I prefer morning meetings,I don't like morning meetings
synthetic_conflict_006,CONFLICT,0.4112070550676187,0.4112070550676187,28,0.9261562437967505,2,5,4,5,1,1,0,1,1,1,0,0.690012393410161,0.7401214293875112,0.8433594720308215,preference,I prefer pair programming,I don't like pair programming
synthetic_conflict_033,CONFLICT,0.4112070550676187,0.4112070550676187,53,0.8648445670640884,1,5,4,5,1,1,0,1,0,0,0,0.6263674424339598,0.639689104395664,0.7733026929245161,preference,I prefer working remotely,I don't like working remotely
synthetic_revision_024,REVISION,0.5031026124151314,0.5031026124151314,69,0.827752488770174,1,4,4,4,0,0,0,0,0,0,0,0.7492996818054873,0.8508777684115558,0.6257123588313039,location,I live in London,I live in Berlin
synthetic_conflict_031,CONFLICT,0.4112070550676187,0.4112070550676187,17,0.9544926440314748,2,5,4,5,1,1,0,1,1,1,0,0.6583158087451697,0.7079236285589108,0.7228015257621725,preference,I prefer pair programming,I don't like pair programming
synthetic_revision_012,REVISION,0.5031026124151314,0.5031026124151314,92,0.777202150482969,1,4,4,4,0,0,0,0,0,0,0,0.7741630457053872,0.7586338140024966,0.5648586646971206,employer,I work at Uber,I work at Lyft
synthetic_temporal_063,TEMPORAL,0.5031026124151314,0.5031026124151314,300,0.4395878004927231,1,4,4,4,0,0,0,0,0,0,0,0.8162295752060066,0.9331556274137449,0.37018300251041575,age,I'm 30 years old,I'm 31 years old
synthetic_conflict_072,CONFLICT,0.4112070550676187,0.4112070550676187,17,0.9544926440314748,2,5,4,5,1,1,0,1,1,1,0,0.5234134032855212,0.5785983364105672,0.8903776579293681,preference,I prefer pair programming,I don't like pair programming
synthetic_refinement_031,REFINEMENT,0.5797386715376658,0.5797386715376658,29,0.9236223021681012,2,7,4,7,3,0,0,0,0,0,0,0.8927327094974391,0.8631459478959627,0.06261602091724962,tool,I work with Python,"I work with Python, Docker, and Kubernetes"
synthetic_temporal_001,TEMPORAL,0.5031026124151314,0.5031026124151314,367,0.3658691760171111,1,4,4,4,0,0,0,0,0,0,0,0.855145369718868,0.8109144509546291,0.46437201185807125,age,I'm 28 years old,I'm 29 years old
synthetic_revision_031,REVISION,0.5803329846765686,0.5803329846765686,151,0.6612001870523703,1,6,5,6,1,0,0,0,1,1,0,0.8059363340734744,0.7622023170962849,0.4254513142255576,job_title,My role is Product Manager,My role is Director of Product
synthetic_conflict_013,CONFLICT,0.4112070550676187,0.4112070550676187,18,0.9518811746804333,2,5,4,5,1,1,0,1,0,0,0,0.697327915700235,0.6248541591512241,0.7926605367667227,preference,I prefer morning meetings,I don't like morning meetings
synthetic_refinement_049,REFINEMENT,0.5797386715376658,0.5797386715376658,7,0.9810046472287257,2,5,3,5,2,0,0,0,0,0,0,0.9219199350886254,0.9731423150599017,0.19790015957343066,hobby,I like running,I like running and swimming
synthetic_revision_027,REVISION,0.5803329846765686,0.5803329846765686,75,0.8142568256998955,1,6,5,6,1,0,0,0,1,1,0,0.8130067277888412,0.8064389378296374,0.42505021500960066,job_title,My role is Product Manager,My role is Director of Product
synthetic_temporal_028,TEMPORAL,0.43161341897075145,0.43161341897075145,392,0.34164858386902275,1,5,5,5,0,0,0,0,1,1,0,0.8665720373891155,0.8837606374603708,0.3848444018493953,current_project,Currently working on user research,Currently working on feature development
synthetic_conflict_059,CONFLICT,0.4112070550676187,0.4112070550676187,53,0.8648445670640884,1,5,4,5,1,1,0,1,1,1,0,0.6812708770189472,0.5722394964612303,0.8231562760727147,preference,I prefer pair programming,I don't like pair programming
synthetic_temporal_064,TEMPORAL,0.43161341897075145,0.43161341897075145,354,0.37913497084365644,1,5,5,5,0,0,0,0,1,1,0,0.7517030467151129,0.870299096299119,0.31126065513636747,current_project,Currently working on user research,Currently working on feature development
synthetic_conflict_045,CONFLICT,0.4112070550676187,0.4112070550676187,56,0.857765387923706,1,5,4,5,1,1,0,1,1,1,0,0.5237635832536144,0.573505249355421,0.8623025755290159,preference,I prefer pair programming,I don't like pair programming
synthetic_conflict_003,CONFLICT,0.4112070550676187,0.4112070550676187,10,0.97297464056654,2,5,4,5,1,1,0,1,1,1,0,0.6492089758530846,0.666673753019432,0.9405431371186355,preference,I prefer pair programming,I don't like pair programming
synthetic_refinement_037,REFINEMENT,0.5797386715376658,0.5797386715376658,9,0.9756439794722424,2,5,3,5,2,0,0,0,0,0,0,0.8562305869285556,0.8871425712166419,0.18028986922841905,hobby,I like running,I like running and swimming
synthetic_conflict_014,CONFLICT,0.22028815056182974,0.22028815056182968,19,0.9492768502479138,2,4,3,4,1,1,0,1,0,0,0,0.5447191677038905,0.7426445078881223,0.703038618672454,skill,I use TypeScript,I've never used TypeScript
synthetic_temporal_057,TEMPORAL,0.43161341897075145,0.43161341897075145,336,0.3983007343021991,1,5,5,5,0,0,0,0,1,1,0,0.8954818240061458,0.8064739867925864,0.4782286227396142,current_project,Currently working on API redesign,Currently working on database migration
synthetic_temporal_007,TEMPORAL,0.43161341897075145,0.43161341897075145,384,0.34921943718618953,1,5,5,5,0,0,0,0,1,1,0,0.829155166362945,0.948944719417895,0.31475931294707976,current_project,Currently working on frontend redesign,Currently working on backend optimization
synthetic_refinement_065,REFINEMENT,0.5797386715376658,0.5797386715376658,25,0.9337998559710435,2,5,3,5,2,0,0,0,0,0,0,0.8830781426601981,0.9760093296304828,0.12846467662552236,skill,I like coffee,I like coffee and tea
synthetic_conflict_070,CONFLICT,0.22028815056182974,0.22028815056182968,41,0.8937503734540804,1,4,3,4,1,1,0,1,0,0,0,0.6258797276270525,0.6891497377969235,0.8136352661919433,skill,I use TypeScript,I've never used TypeScript
synthetic_conflict_013,CONFLICT,0.22028815056182974,0.22028815056182968,46,0.8815906932828687,1,4,3,4,1,1,0,1,0,0,0,0.6255116160168126,0.6668628623846201,0.9252895026227472,skill,I use Kubernetes,I've never used Kubernetes
synthetic_revision_031,REVISION,0.5031026124151314,0.5031026124151314,88,0.7857662753246225,1,4,4,4,0,0,0,0,0,0,0,0.7068169570512186,0.7921444784388345,0.6851234452229675,employer,I work at Netflix,I work at Spotify
synthetic_refinement_048,REFINEMENT,0.5797386715376658,0.5797386715376658,25,0.9337998559710435,2,7,4,7,3,0,0,0,1,0,0,0.9335395675836374,0.9092353778621427,0.14301988967023052,tool,I work with PostgreSQL,"I work with PostgreSQL, Redis, and MongoDB"
synthetic_revision_044,REVISION,0.5031026124151314,0.5031026124151314,46,0.8815906932828687,1,4,4,4,0,0,0,0,0,0,0,0.7416071774471699,0.7782181739585642,0.5391095214819946,location,I live in Tokyo,I live in Seoul
synthetic_temporal_029,TEMPORAL,0.43161341897075145,0.43161341897075145,344,0.3896658299571869,1,5,5,5,0,0,0,0,1,1,0,0.803002834203908,0.8875484167776309,0.31554692739299695,current_project,Currently working on frontend redesign,Currently working on backend optimization
synthetic_temporal_047,TEMPORAL,0.43161341897075145,0.43161341897075145,395,0.33885202178101975,1,5,5,5,0,0,0,0,1,1,0,0.896159221149925,0.9479316116719404,0.439632342803949,current_project,Currently working on frontend redesign,Currently working on backend optimization
synthetic_temporal_029,TEMPORAL,0.5031026124151314,0.5031026124151314,388,0.3454132686713103,1,4,4,4,0,0,0,0,0,0,0,0.830414454951618,0.8464291424429492,0.46275900394138975,age,I'm 25 years old,I'm 26 years old
synthetic_revision_004,REVISION,0.5031026124151314,0.5031026124151314,69,0.827752488770174,1,4,4,4,0,0,0,0,0,0,0,0.8027096758830818,0.7743925409017337,0.6732781553481527,employer,I work at Apple,I work at Tesla
synthetic_temporal_014,TEMPORAL,0.43161341897075145,0.43161341897075145,393,0.34071384140539074,1,5,5,5,0,0,0,0,1,1,0,0.8733805864384754,0.9424699869937886,0.445143901677672,current_project,Currently working on frontend redesign,Currently working on backend optimization
synthetic_conflict_004,CONFLICT,0.4112070550676187,0.4112070550676187,12,0.9676578525183944,2,5,4,5,1,1,0,1,0,0,0,0.622683039187158,0.6336486072581238,0.9331821208385033,preference,I prefer working remotely,I don't like working remotely
synthetic_revision_024,REVISION,0.5031026124151314,0.5031026124151314,39,0.8986610774712485,1,4,4,4,0,0,0,0,0,0,0,0.8299095834250612,0.7567828005159284,0.40791009234917563,employer,I work at Google,I work at Meta
synthetic_conflict_070,CONFLICT,0.4112070550676187,0.4112070550676187,52,0.8672172530047058,1,5,4,5,1,1,0,1,0,0,0,0.5752926733756099,0.7121106661563665,0.9468190323287361,preference,I prefer working remotely,I don't like working remotely
synthetic_revision_038,REVISION,0.4112070550676187,0.4112070550676187,109,0.7418337355614374,1,4,5,4,-1,0,0,0,0,0,0,0.7225625336655291,0.8391196073028203,0.5142672569893064,location,I live in New York,I live in Austin
synthetic_conflict_026,CONFLICT,0.22028815056182974,0.22028815056182968,23,0.9389306115378647,2,4,3,4,1,1,0,1,0,0,0,0.6939828795629206,0.7184237846271417,0.9095821761777845,skill,I use TypeScript,I've never used TypeScript
synthetic_temporal_059,TEMPORAL,0.43161341897075145,0.43161341897075145,314,0.423046163380707,1,5,5,5,0,0,0,0,1,1,0,0.8203039739692456,0.8622229253506498,0.35468141438614126,current_project,Currently working on frontend redesign,Currently working on backend optimization
synthetic_conflict_010,CONFLICT,0.22028815056182974,0.22028815056182968,54,0.8624783727362166,1,4,3,4,1,1,0,1,0,0,0,0.5112750993301854,0.7229444752510107,0.9032252522825194,skill,I use Docker,I've never used Docker
synthetic_conflict_050,CONFLICT,0.22028815056182974,0.22028815056182968,53,0.8648445670640884,1,4,3,4,1,1,0,1,0,0,0,0.699943534657226,0.7493273674147811,0.8388579264006568,skill,I use TypeScript,I've never used TypeScript
synthetic_refinement_036,REFINEMENT,0.5797386715376658,0.5797386715376658,12,0.9676578525183944,2,5,3,5,2,0,0,0,0,0,0,0.9153481122770766,0.9728195448847157,0.17744710860161172,hobby,I like movies,I like movies and series
synthetic_temporal_060,TEMPORAL,0.5031026124151314,0.5031026124151314,300,0.4395878004927231,1,4,4,4,0,0,0,0,0,0,0,0.7871022152614796,0.8675816202965141,0.325831883030299,age,I'm 28 years old,I'm 29 years old
synthetic_refinement_063,REFINEMENT,0.5797386715376658,0.5797386715376658,26,0.9312450015998506,2,7,4,7,3,0,0,0,0,0,0,0.9431076540888084,0.9288027024786144,0.08429642082551941,tool,I work with React,"I work with React, Vue, and Angular"
synthetic_revision_008,REVISION,0.8466473536503037,0.8466473536503034,59,0.850744155354546,1,6,5,6,1,0,0,0,1,1,0,0.8007551026608785,0.8427192360686844,0.5074488154098522,job_title,My role is Software Engineer,My role is Senior Software Engineer
synthetic_refinement_004,REFINEMENT,0.5797386715376658,0.5797386715376658,4,0.9891009259234047,3,5,3,5,2,0,0,0,0,0,0,0.8170336388299444,0.937304515427064,0.128046155135569,skill,I like Python,I like Python and JavaScript
synthetic_revision_010,REVISION,0.4112070550676187,0.4112070550676187,137,0.6870539460492927,1,5,4,5,1,0,0,0,1,0,0,0.8158477587603459,0.828024525166799,0.655654450095562,location,I live in Seattle,I live in San Francisco
synthetic_conflict_032,CONFLICT,0.4112070550676187,0.4112070550676187,44,0.8864345860381478,1,5,4,5,1,1,0,1,1,1,0,0.610381367754897,0.6621875943070773,0.9191634006645862,preference,I prefer pair programming,I don't like pair programming
synthetic_temporal_061,TEMPORAL,0.43161341897075145,0.43161341897075145,302,0.43718568735808944,1,5,5,5,0,0,0,0,1,1,0,0.8105224299318595,0.8201022842675961,0.3057565352626678,current_project,Currently working on frontend redesign,Currently working on backend optimization
synthetic_refinement_060,REFINEMENT,0.5797386715376658,0.5797386715376658,19,0.9492768502479138,2,7,4,7,3,0,0,0,0,0,0,0.9132705883510428,0.9306402416759504,0.15561196521488357,skill,I work with Python,"I work with Python, Docker, and Kubernetes"
synthetic_temporal_035,TEMPORAL,0.43161341897075145,0.43161341897075145,317,0.41958332197627973,1,5,5,5,0,0,0,0,1,1,0,0.7819446242263366,0.8204557213380155,0.30290893313357636,current_project,Currently working on user research,Currently working on feature development
synthetic_conflict_044,CONFLICT,0.4112070550676187,0.4112070550676187,52,0.8672172530047058,1,5,4,5,1,1,0,1,1,1,0,0.5701175117613194,0.6679835373709266,0.798061011274933,preference,I prefer pair programming,I don't like pair programming
synthetic_refinement_021,REFINEMENT,0.5797386715376658,0.5797386715376658,25,0.9337998559710435,2,7,4,7,3,0,0,0,1,0,0,0.8656212383035593,0.9675406302841872,0.10223832005349506,tool,I work with PostgreSQL,"I work with PostgreSQL, Redis, and MongoDB"
synthetic_conflict_057,CONFLICT,0.22028815056182974,0.22028815056182968,12,0.9676578525183944,2,4,3,4,1,1,0,1,0,0,0,0.6027978978319621,0.7067306025482286,0.7991356955803175,skill,I use Kubernetes,I've never used Kubernetes
synthetic_revision_045,REVISION,0.8466473536503037,0.8466473536503034,111,0.737780009416378,1,6,5,6,1,0,0,0,1,1,0,0.793313005034181,0.8793545563120118,0.6848561870972926,job_title,My role is Software Engineer,My role is Senior Software Engineer
synthetic_refinement_062,REFINEMENT,0.5797386715376658,0.5797386715376658,28,0.9261562437967505,2,5,3,5,2,0,0,0,0,0,0,0.8220610221393557,0.9704563912709943,0.12381744396193074,hobby,I like Python,I like Python and JavaScript
synthetic_conflict_019,CONFLICT,0.4112070550676187,0.4112070550676187,47,0.8791786819488183,1,5,4,5,1,1,0,1,1,1,0,0.5516488776597916,0.6418271512476523,0.9450081438213692,preference,I prefer pair programming,I don't like pair programming
synthetic_refinement_070,REFINEMENT,0.5797386715376658,0.5797386715376658,19,0.9492768502479138,2,7,4,7,3,0,0,0,1,0,0,0.8738927140989304,0.8927377093373761,0.14501012814750888,skill,I work with PostgreSQL,"I work with PostgreSQL, Redis, and MongoDB"
synthetic_temporal_012,TEMPORAL,0.43161341897075145,0.43161341897075145,320,0.4161488256358909,1,5,5,5,0,0,0,0,1,1,0,0.7860218428167289,0.8113794992162996,0.3257759443821298,current_project,Currently working on frontend redesign,Currently working on backend optimization
synthetic_conflict_042,CONFLICT,0.4112070550676187,0.4112070550676187,48,0.876773269820862,1,5,4,5,1,1,0,1,0,0,0,0.5256091677915545,0.5803805387024589,0.7347067931623525,preference,I prefer morning meetings,I don't like morning meetings
synthetic_refinement_049,REFINEMENT,0.5797386715376658,0.5797386715376658,20,0.9466796511855877,2,7,4,7,3,0,0,0,0,0,0,0.8961312117204822,0.8736444109718888,0.10185009249857949,tool,I work with Python,"I work with Python, Docker, and Kubernetes"
synthetic_temporal_018,TEMPORAL,0.43161341897075145,0.43161341897075145,357,0.37603156419788514,1,5,5,5,0,0,0,0,1,1,0,0.8845182614859017,0.8710942460394309,0.4335115477042054,current_project,Currently working on frontend redesign,Currently working on backend optimization
synthetic_conflict_036,CONFLICT,0.4112070550676187,0.4112070550676187,37,0.903598763310926,1,5,4,5,1,1,0,1,0,0,0,0.534463974240326,0.5884578037617342,0.7102171540666197,preference,I prefer morning meetings,I don't like morning meetings
synthetic_refinement_005,REFINEMENT,0.5797386715376658,0.5797386715376658,29,0.9236223021681012,2,7,4,7,3,0,0,0,0,0,0,0.8253402594608247,0.8862167440741546,0.07655157264151202,tool,I work with Python,"I work with Python, Docker, and Kubernetes"
synthetic_temporal_019,TEMPORAL,0.43161341897075145,0.43161341897075145,330,0.40490225404526864,1,5,5,5,0,0,0,0,1,1,0,0.7633053800635583,0.8180953806650901,0.39215575360654514,current_project,Currently working on API redesign,Currently working on database migration
synthetic_temporal_016,TEMPORAL,0.5031026124151314,0.5031026124151314,390,0.3435257691806008,1,4,4,4,0,0,0,0,0,0,0,0.7809500577608689,0.8546404791572113,0.4006834541709714,age,I'm 30 years old,I'm 31 years old
synthetic_revision_033,REVISION,0.5031026124151314,0.5031026124151314,94,0.7729551547932614,1,4,4,4,0,0,0,0,0,0,0,0.8035592242944047,0.7558968209761648,0.6398231196727128,employer,I work at Uber,I work at Lyft
synthetic_refinement_010,REFINEMENT,0.5797386715376658,0.5797386715376658,10,0.97297464056654,2,7,4,7,3,0,0,0,0,0,0,0.8941850584236362,0.8606286741533533,0.1810367936160166,tool,I work with Python,"I work with Python, Docker, and Kubernetes"
synthetic_revision_013,REVISION,0.5031026124151314,0.5031026124151314,40,0.8962023619688662,1,4,4,4,0,0,0,0,0,0,0,0.8381308600797719,0.7591616939782295,0.48306329444416113,employer,I work at Netflix,I work at Spotify
synthetic_temporal_036,TEMPORAL,0.43161341897075145,0.43161341897075145,311,0.42653758378235396,1,5,5,5,0,0,0,0,1,1,0,0.8709301919689592,0.9122389535575487,0.33690420387127545,current_project,Currently working on API redesign,Currently working on database migration
synthetic_refinement_033,REFINEMENT,0.5797386715376658,0.5797386715376658,19,0.9492768502479138,2,5,3,5,2,0,0,0,0,0,0,0.8314023985005066,0.8981613733628796,0.12267844777865321,skill,I like Python,I like Python and JavaScript
synthetic_conflict_038,CONFLICT,0.22028815056182974,0.22028815056182968,51,0.8695964483676947,1,4,3,4,1,1,0,1,0,0,0,0.6236509543060591,0.6237827279139545,0.815633679033287,skill,I use TypeScript,I've never used TypeScript
synthetic_conflict_030,CONFLICT,0.22028815056182974,0.22028815056182968,35,0.9085635792245129,1,4,3,4,1,1,0,1,0,0,0,0.6494941876267513,0.5573366405781196,0.7631092360860051,skill,I use Kubernetes,I've never used Kubernetes
synthetic_temporal_056,TEMPORAL,0.5031026124151314,0.5031026124151314,395,0.33885202178101975,1,4,4,4,0,0,0,0,0,0,0,0.8570024378826828,0.9342810256530798,0.4023354884231332,age,I'm 28 years old,I'm 29 years old
synthetic_refinement_053,REFINEMENT,0.5797386715376658,0.5797386715376658,4,0.9891009259234047,3,7,4,7,3,0,0,0,0,0,0,0.8798170227897973,0.8639323614741709,0.11711185502351822,tool,I work with React,"I work with React, Vue, and Angular"
synthetic_revision_022,REVISION,0.5803329846765686,0.5803329846765686,33,0.9135556742779756,1,6,5,6,1,0,0,0,1,1,0,0.7798925899682534,0.7863705755452095,0.4807729692848143,job_title,My role is Product Manager,My role is Director of Product
synthetic_refinement_015,REFINEMENT,0.5797386715376658,0.5797386715376658,19,0.9492768502479138,2,7,4,7,3,0,0,0,0,0,0,0.8565926244656934,0.8526092557111044,0.09831187483747675,skill,I work with Python,"I work with Python, Docker, and Kubernetes"
synthetic_refinement_043,REFINEMENT,0.5797386715376658,0.5797386715376658,1,0.9972640235968593,3,5,3,5,2,0,0,0,0,0,0,0.8317172010494818,0.8925746557831289,0.0679643197728877,skill,I like coffee,I like coffee and tea
synthetic_temporal_025,TEMPORAL,0.5031026124151314,0.5031026124151314,308,0.43005781904506396,1,4,4,4,0,0,0,0,0,0,0,0.8835790921109843,0.8890388680331073,0.43582046382889794,age,I'm 28 years old,I'm 29 years old
synthetic_revision_015,REVISION,0.5031026124151314,0.5031026124151314,37,0.903598763310926,1,4,4,4,0,0,0,0,0,0,0,0.8183756857911008,0.8247663298393586,0.42607608642622713,location,I live in Tokyo,I live in Seoul
synthetic_conflict_007,CONFLICT,0.22028815056182974,0.22028815056182968,49,0.8743744388437276,1,4,3,4,1,1,0,1,0,0,0,0.6074213083637096,0.6673682236041758,0.8863598685460825,skill,I use Kubernetes,I've never used Kubernetes
synthetic_revision_028,REVISION,0.5031026124151314,0.5031026124151314,43,0.8888665038181365,1,4,4,4,0,0,0,0,0,0,0,0.7647489319344518,0.7691370454193346,0.48513277173961733,location,I live in London,I live in Berlin
synthetic_revision_020,REVISION,0.4112070550676187,0.4112070550676187,145,0.6721590573557219,1,5,4,5,1,0,0,0,1,0,0,0.7544623444597952,0.8468875861997402,0.5712334914006736,location,I live in Seattle,I live in San Francisco
synthetic_temporal_003,TEMPORAL,0.43161341897075145,0.43161341897075145,338,0.3961242329881746,1,5,5,5,0,0,0,0,1,1,0,0.8034145088846769,0.9479772873189469,0.4211549638713774,current_project,Currently working on user research,Currently working on feature development
synthetic_revision_035,REVISION,0.4112070550676187,0.4112070550676187,125,0.7100174346347615,1,5,4,5,1,0,0,0,1,0,0,0.7355840187603991,0.7652673708930605,0.44585774175529963,location,I live in Seattle,I live in San Francisco
synthetic_temporal_010,TEMPORAL,0.5031026124151314,0.5031026124151314,338,0.3961242329881746,1,4,4,4,0,0,0,0,0,0,0,0.7868936592576762,0.8241022059889334,0.3373134048102611,age,I'm 28 years old,I'm 29 years old
synthetic_conflict_059,CONFLICT,0.22028815056182974,0.22028815056182968,18,0.9518811746804333,2,4,3,4,1,1,0,1,0,0,0,0.5570190337387694,0.584674719058951,0.9241913561566062,skill,I use Docker,I've never used Docker
synthetic_refinement_065,REFINEMENT,0.5797386715376658,0.5797386715376658,27,0.9286971372499306,2,7,4,7,3,0,0,0,0,0,0,0.8120350618492463,0.9181864806441331,0.11155952404844924,skill,I work with React,"I work with React, Vue, and Angular"
synthetic_conflict_067,CONFLICT,0.4112070550676187,0.4112070550676187,22,0.9415065512454748,2,5,4,5,1,1,0,1,1,1,0,0.6964757233817213,0.5724077804336105,0.7994638997614354,preference,I prefer pair programming,I don't like pair programming
synthetic_revision_025,REVISION,0.5031026124151314,0.5031026124151314,169,0.6293840107503325,1,4,4,4,0,0,0,0,0,0,0,0.8454205649913054,0.8798260688840971,0.6451216212847839,employer,I work at Uber,I work at Lyft
synthetic_temporal_044,TEMPORAL,0.5031026124151314,0.5031026124151314,346,0.38753651379507115,1,4,4,4,0,0,0,0,0,0,0,0.788685424056741,0.8256331381085099,0.4337286439848862,age,I'm 30 years old,I'm 31 years old
synthetic_conflict_002,CONFLICT,0.22028815056182974,0.22028815056182968,41,0.8937503734540804,1,4,3,4,1,1,0,1,0,0,0,0.6858751978255171,0.661352578602786,0.8429031723674749,skill,I use Docker,I've never used Docker
synthetic_conflict_074,CONFLICT,0.22028815056182974,0.22028815056182968,33,0.9135556742779756,1,4,3,4,1,1,0,1,0,0,0,0.5559958187320568,0.7038985866383873,0.7467609371393809,skill,I use Docker,I've never used Docker
synthetic_revision_031,REVISION,0.5031026124151314,0.5031026124151314,171,0.6259447624425832,1,4,4,4,0,0,0,0,0,0,0,0.7485518854606366,0.8138154657924626,0.5522831136053366,location,I live in Tokyo,I live in Seoul
synthetic_refinement_017,REFINEMENT,0.5797386715376658,0.5797386715376658,5,0.9863947691297537,3,7,4,7,3,0,0,0,0,0,0,0.8363614598622621,0.8649287872160965,0.1415930063662449,skill,I work with React,"I work with React, Vue, and Angular"
synthetic_refinement_020,REFINEMENT,0.5797386715376658,0.5797386715376658,17,0.9544926440314748,2,7,4,7,3,0,0,0,0,0,0,0.8432945829860384,0.9255609687849395,0.07315440729113035,skill,I work with Python,"I work with Python, Docker, and Kubernetes"
synthetic_conflict_004,CONFLICT,0.22028815056182974,0.22028815056182968,45,0.8840093219278197,1,4,3,4,1,1,0,1,0,0,0,0.5962280203709635,0.6565178865103172,0.7129558842056067,skill,I use Kubernetes,I've never used Kubernetes
synthetic_revision_028,REVISION,0.6694188517266485,0.6694188517266485,91,0.7793343909868652,1,5,5,5,0,0,0,0,1,1,0,0.7504906417290881,0.7701622015408461,0.41901249114183037,job_title,My role is Data Analyst,My role is Data Scientist
